1/26 10:4:55, 0.0 PSI
1/26 22:40:22,22.9 PSI
1/26 22:40:26,23.0 PSI
1/26 22:40:29,23.0 PSI
1/26 22:40:32,23.0 PSI
1/26 22:40:35,23.0 PSI
1/26 22:40:38,23.0 PSI
1/26 22:40:42,22.9 PSI
1/26 22:40:45,22.9 PSI
1/26 22:40:48,22.9 PSI
1/26 22:40:51,22.8 PSI
1/26 22:40:54,22.9 PSI
1/26 22:40:58,22.8 PSI
1/26 22:41:1,22.9 PSI
1/26 22:41:4,22.9 PSI
1/26 22:41:7,22.9 PSI
1/26 22:41:10,22.8 PSI
1/26 22:41:14,22.9 PSI
1/26 22:41:17,22.8 PSI
1/26 22:41:20,22.8 PSI
1/26 22:41:23,22.8 PSI
1/26 22:41:26,22.9 PSI
1/26 22:41:30,22.9 PSI
1/26 22:41:33,22.9 PSI
1/26 22:41:36,22.9 PSI
1/26 22:41:39,22.9 PSI
1/26 22:41:42,22.9 PSI
1/26 22:41:46,22.9 PSI
1/26 22:41:49,22.9 PSI
1/26 22:41:52,23.0 PSI
1/26 22:41:55,22.9 PSI
1/26 22:41:58,22.9 PSI
1/26 22:42:2,22.8 PSI
1/26 22:42:5,22.9 PSI
1/26 22:42:8,22.8 PSI
1/26 22:42:11,22.9 PSI
1/26 22:42:14,22.8 PSI
1/26 22:42:18,22.8 PSI
1/26 22:42:21,22.8 PSI
1/26 22:42:24,22.9 PSI
1/26 22:42:27,22.9 PSI
1/26 22:42:30,22.9 PSI
1/26 22:42:33,22.8 PSI
1/26 22:42:37,22.8 PSI
1/26 22:42:40,22.8 PSI
1/26 22:42:43,22.8 PSI
1/26 22:42:46,22.8 PSI
1/26 22:42:49,22.9 PSI
1/26 22:42:53,22.9 PSI
1/26 22:42:56,22.8 PSI
1/26 22:42:59,22.9 PSI
1/26 22:43:2,22.8 PSI
1/26 22:43:5,22.9 PSI
1/26 22:43:9,22.9 PSI
1/26 22:43:12,23.0 PSI
1/26 22:43:15,23.0 PSI
1/26 22:43:18,23.0 PSI
1/26 22:43:21,23.0 PSI
1/26 22:43:25,23.0 PSI
1/26 22:43:28,23.1 PSI
1/26 22:43:31,22.9 PSI
1/26 22:43:34,22.8 PSI
1/26 22:43:37,22.8 PSI
1/26 22:43:41,22.8 PSI
1/26 22:43:44,22.7 PSI
1/26 22:43:47,22.7 PSI
1/26 22:43:50,22.8 PSI
1/26 22:43:53,22.6 PSI
1/26 22:43:57,22.6 PSI
1/26 22:44:0,22.5 PSI
1/26 22:44:3,22.5 PSI
1/26 22:44:6,22.5 PSI
1/26 22:44:9,22.5 PSI
1/26 22:44:13,22.5 PSI
1/26 22:44:16,22.5 PSI
1/26 22:44:19,22.5 PSI
1/26 22:44:22,22.7 PSI
1/26 22:44:25,22.8 PSI
1/26 22:44:29,22.8 PSI
1/26 22:44:32,22.8 PSI
1/26 22:44:35,22.8 PSI
1/26 22:44:38,22.8 PSI
1/26 22:44:41,22.8 PSI
1/26 22:44:45,22.9 PSI
1/26 22:44:48,23.0 PSI
1/26 22:44:51,23.0 PSI
1/26 22:44:54,23.0 PSI
1/26 22:44:57,23.1 PSI
1/26 22:45:1,23.1 PSI
1/26 22:45:4,23.1 PSI
1/26 22:45:7,23.1 PSI
1/26 22:45:10,23.1 PSI
1/26 22:45:13,23.0 PSI
1/26 22:45:17,23.1 PSI
1/26 22:45:20,23.0 PSI
1/26 22:45:23,23.0 PSI
1/26 22:45:26,23.0 PSI
1/26 22:45:29,23.0 PSI
1/26 22:45:33,23.0 PSI
1/26 22:45:36,23.1 PSI
1/26 22:45:39,23.1 PSI
1/26 22:45:42,23.1 PSI
1/26 22:45:45,23.1 PSI
1/26 22:45:49,23.0 PSI
1/26 22:45:52,23.1 PSI
1/26 22:45:55,23.0 PSI
1/26 22:45:58,23.0 PSI
1/26 22:46:1,23.0 PSI
1/26 22:46:5,23.1 PSI
1/26 22:46:8,23.1 PSI
1/26 22:46:11,23.1 PSI
1/26 22:46:14,23.1 PSI
1/26 22:46:17,23.1 PSI
1/26 22:46:20,23.1 PSI
1/26 22:46:24,23.1 PSI
1/26 22:46:27,23.1 PSI
1/26 22:46:30,23.1 PSI
1/26 22:46:34,23.2 PSI
1/26 22:46:37,23.2 PSI
1/26 22:46:40,23.4 PSI
1/26 22:46:43,23.2 PSI
1/26 22:46:46,23.4 PSI
1/26 22:46:50,23.6 PSI
1/26 22:46:53,23.2 PSI
1/26 22:46:56,23.2 PSI
1/26 22:46:59,23.2 PSI
1/26 22:47:2,23.1 PSI
1/26 22:47:6,23.1 PSI
1/26 22:47:9,23.1 PSI
1/26 22:47:12,23.1 PSI
1/26 22:47:15,23.2 PSI
1/26 22:47:18,23.1 PSI
1/26 22:47:21,23.1 PSI
1/26 22:47:25,23.1 PSI
1/26 22:47:28,23.1 PSI
1/26 22:47:31,23.1 PSI
1/26 22:47:34,23.1 PSI
1/26 22:47:37,23.1 PSI
1/26 22:47:41,23.1 PSI
1/26 22:47:44,23.1 PSI
1/26 22:47:47,23.1 PSI
1/26 22:47:50,23.1 PSI
1/26 22:47:53,23.2 PSI
1/26 22:47:57,23.1 PSI
1/26 22:48:0,23.2 PSI
1/26 22:48:3,23.2 PSI
1/26 22:48:6,23.2 PSI
1/26 22:48:9,23.2 PSI
1/26 22:48:13,23.2 PSI
1/26 22:48:16,23.3 PSI
1/26 22:48:19,23.3 PSI
1/26 22:48:22,23.1 PSI
1/26 22:48:25,23.1 PSI
1/26 22:48:29,23.1 PSI
1/26 22:48:32,23.1 PSI
1/26 22:48:35,23.1 PSI
1/26 22:48:38,23.1 PSI
1/26 22:48:41,23.1 PSI
1/26 22:48:45,23.1 PSI
1/26 22:48:48,23.1 PSI
1/26 22:48:51,23.1 PSI
1/26 22:48:54,23.1 PSI
1/26 22:48:57,23.1 PSI
1/26 22:49:1,23.1 PSI
1/26 22:49:4,23.1 PSI
1/26 22:49:7,23.1 PSI
1/26 22:49:10,23.1 PSI
1/26 22:49:13,22.9 PSI
1/26 22:49:16,23.0 PSI
1/26 22:49:20,23.1 PSI
1/26 22:49:23,23.1 PSI
1/26 22:49:26,23.1 PSI
1/26 22:49:29,23.1 PSI
1/26 22:49:32,23.4 PSI
1/26 22:49:36,23.3 PSI
1/26 22:49:39,23.3 PSI
1/26 22:49:42,23.3 PSI
1/26 22:49:45,23.3 PSI
1/26 22:49:48,23.3 PSI
1/26 22:49:52,23.3 PSI
1/26 22:49:55,23.3 PSI
1/26 22:49:58,23.3 PSI
1/26 22:50:1,23.2 PSI
1/26 22:50:4,23.3 PSI
1/26 22:50:8,23.3 PSI
1/26 22:50:11,23.2 PSI
1/26 22:50:14,23.2 PSI
1/26 22:50:17,23.2 PSI
1/26 22:50:20,23.2 PSI
1/26 22:50:24,23.2 PSI
1/26 22:50:27,23.2 PSI
1/26 22:50:30,23.1 PSI
1/26 22:50:33,23.2 PSI
1/26 22:50:36,23.2 PSI
1/26 22:50:40,23.2 PSI
1/26 22:50:43,23.2 PSI
1/26 22:50:46,23.3 PSI
1/26 22:50:49,23.3 PSI
1/26 22:50:52,23.3 PSI
1/26 22:50:56,23.3 PSI
1/26 22:50:59,23.3 PSI
1/26 22:51:2,23.3 PSI
1/26 22:51:5,23.4 PSI
1/26 22:51:8,23.4 PSI
1/26 22:51:12,23.3 PSI
1/26 22:51:15,23.2 PSI
1/26 22:51:18,23.1 PSI
1/26 22:51:21,23.1 PSI
1/26 22:51:24,23.1 PSI
1/26 22:51:28,23.1 PSI
1/26 22:51:31,23.1 PSI
1/26 22:51:34,22.9 PSI
1/26 22:51:37,22.8 PSI
1/26 22:51:40,22.6 PSI
1/26 22:51:44,22.5 PSI
1/26 22:51:47,22.5 PSI
1/26 22:51:50,22.4 PSI
1/26 22:51:53,22.3 PSI
1/26 22:51:56,22.2 PSI
1/26 22:52:0,22.3 PSI
1/26 22:52:3,22.2 PSI
1/26 22:52:6,22.3 PSI
1/26 22:52:9,22.3 PSI
1/26 22:52:12,22.3 PSI
1/26 22:52:16,22.3 PSI
1/26 22:52:19,22.3 PSI
1/26 22:52:22,22.3 PSI
1/26 22:52:25,22.3 PSI
1/26 22:52:28,22.4 PSI
1/26 22:52:32,22.4 PSI
1/26 22:52:35,22.4 PSI
1/26 22:52:38,22.4 PSI
1/26 22:52:41,22.4 PSI
1/26 22:52:44,22.4 PSI
1/26 22:52:48,22.4 PSI
1/26 22:52:51,22.4 PSI
1/26 22:52:54,22.4 PSI
1/26 22:52:57,22.3 PSI
1/26 22:53:0,22.4 PSI
1/26 22:53:3,22.4 PSI
1/26 22:53:7,22.4 PSI
1/26 22:53:10,22.4 PSI
1/26 22:53:13,22.4 PSI
1/26 22:53:16,22.3 PSI
1/26 22:53:19,22.3 PSI
1/26 22:53:23,22.3 PSI
1/26 22:53:26,22.4 PSI
1/26 22:53:29,22.5 PSI
1/26 22:53:33,22.5 PSI
1/26 22:53:36,22.5 PSI
1/26 22:53:39,22.5 PSI
1/26 22:53:42,22.6 PSI
1/26 22:53:45,22.7 PSI
1/26 22:53:49,22.6 PSI
1/26 22:53:52,22.7 PSI
1/26 22:53:55,22.7 PSI
1/26 22:53:58,22.6 PSI
1/26 22:54:1,22.7 PSI
1/26 22:54:4,22.7 PSI
1/26 22:54:8,22.7 PSI
1/26 22:54:11,22.7 PSI
1/26 22:54:14,22.7 PSI
1/26 22:54:17,22.8 PSI
1/26 22:54:20,22.7 PSI
1/26 22:54:24,22.8 PSI
1/26 22:54:27,22.8 PSI
1/26 22:54:30,22.8 PSI
1/26 22:54:33,22.8 PSI
1/26 22:54:36,22.8 PSI
1/26 22:54:40,22.8 PSI
1/26 22:54:43,22.8 PSI
1/26 22:54:46,22.8 PSI
1/26 22:54:49,22.8 PSI
1/26 22:54:52,22.8 PSI
1/26 22:54:56,22.8 PSI
1/26 22:54:59,22.8 PSI
1/26 22:55:2,22.8 PSI
1/26 22:55:5,22.9 PSI
1/26 22:55:8,22.8 PSI
1/26 22:55:12,22.8 PSI
1/26 22:55:15,22.8 PSI
1/26 22:55:18,22.8 PSI
1/26 22:55:21,22.9 PSI
1/26 22:55:24,22.8 PSI
1/26 22:55:28,22.8 PSI
1/26 22:55:31,22.8 PSI
1/26 22:55:34,22.8 PSI
1/26 22:55:37,22.8 PSI
1/26 22:55:40,22.8 PSI
1/26 22:55:44,22.9 PSI
1/26 22:55:47,23.0 PSI
1/26 22:55:50,23.0 PSI
1/26 22:55:53,22.9 PSI
1/26 22:55:56,23.0 PSI
1/26 22:55:59,23.0 PSI
1/26 22:56:3,23.1 PSI
1/26 22:56:6,23.1 PSI
1/26 22:56:9,23.1 PSI
1/26 22:56:12,23.1 PSI
1/26 22:56:15,23.1 PSI
1/26 22:56:19,23.1 PSI
1/26 22:56:22,23.1 PSI
1/26 22:56:25,23.1 PSI
1/26 22:56:28,23.1 PSI
1/26 22:56:31,23.1 PSI
1/26 22:56:35,23.1 PSI
1/26 22:56:38,23.1 PSI
1/26 22:56:41,23.1 PSI
1/26 22:56:44,23.1 PSI
1/26 22:56:47,23.1 PSI
1/26 22:56:51,23.1 PSI
1/26 22:56:54,23.0 PSI
1/26 22:56:57,23.1 PSI
1/26 22:57:0,23.1 PSI
1/26 22:57:3,23.1 PSI
1/26 22:57:7,23.1 PSI
1/26 22:57:10,23.1 PSI
1/26 22:57:13,23.2 PSI
1/26 22:57:16,23.1 PSI
1/26 22:57:19,23.1 PSI
1/26 22:57:23,23.2 PSI
1/26 22:57:26,23.2 PSI
1/26 22:57:29,23.2 PSI
1/26 22:57:32,23.2 PSI
1/26 22:57:35,23.2 PSI
1/26 22:57:39,23.2 PSI
1/26 22:57:42,23.3 PSI
1/26 22:57:45,23.3 PSI
1/26 22:57:48,23.3 PSI
1/26 22:57:51,23.3 PSI
1/26 22:57:55,23.3 PSI
1/26 22:57:58,23.3 PSI
1/26 22:58:1,23.3 PSI
1/26 22:58:4,23.3 PSI
1/26 22:58:7,23.3 PSI
1/26 22:58:11,23.3 PSI
1/26 22:58:14,23.3 PSI
1/26 22:58:17,23.4 PSI
1/26 22:58:20,23.4 PSI
1/26 22:58:23,23.4 PSI
1/26 22:58:27,23.4 PSI
1/26 22:58:30,23.4 PSI
1/26 22:58:33,23.4 PSI
1/26 22:58:36,23.4 PSI
1/26 22:58:39,23.5 PSI
1/26 22:58:43,23.4 PSI
1/26 22:58:46,23.4 PSI
1/26 22:58:49,23.3 PSI
1/26 22:58:52,23.1 PSI
1/26 22:58:55,23.1 PSI
1/26 22:58:59,23.0 PSI
1/26 22:59:2,22.9 PSI
1/26 22:59:5,22.9 PSI
1/26 22:59:8,22.8 PSI
1/26 22:59:11,22.9 PSI
1/26 22:59:15,22.8 PSI
1/26 22:59:18,22.8 PSI
1/26 22:59:21,22.8 PSI
1/26 22:59:24,22.8 PSI
1/26 22:59:27,22.8 PSI
1/26 22:59:30,22.8 PSI
1/26 22:59:34,22.8 PSI
1/26 22:59:37,22.8 PSI
1/26 22:59:40,22.8 PSI
1/26 22:59:43,22.8 PSI
1/26 22:59:46,22.9 PSI
1/26 22:59:50,22.9 PSI
1/26 22:59:53,22.8 PSI
1/26 22:59:56,22.8 PSI
1/26 22:59:59,22.9 PSI
1/26 23:0:2,22.9 PSI
1/26 23:0:6,22.9 PSI
1/26 23:0:9,22.9 PSI
1/26 23:0:12,22.9 PSI
1/26 23:0:15,22.9 PSI
1/26 23:0:19,22.9 PSI
1/26 23:0:22,23.0 PSI
1/26 23:0:25,23.0 PSI
1/26 23:0:28,23.1 PSI
1/26 23:0:31,23.1 PSI
1/26 23:0:35,23.1 PSI
1/26 23:0:38,23.1 PSI
1/26 23:0:41,23.1 PSI
1/26 23:0:44,23.1 PSI
1/26 23:0:47,23.1 PSI
1/26 23:0:51,23.0 PSI
1/26 23:0:54,23.1 PSI
1/26 23:0:57,23.2 PSI
1/26 23:1:0,23.3 PSI
1/26 23:1:3,23.4 PSI
1/26 23:1:7,23.4 PSI
1/26 23:1:10,23.5 PSI
1/26 23:1:13,23.5 PSI
1/26 23:1:16,23.5 PSI
1/26 23:1:19,23.6 PSI
1/26 23:1:23,23.7 PSI
1/26 23:1:26,23.7 PSI
1/26 23:1:29,23.7 PSI
1/26 23:1:32,23.7 PSI
1/26 23:1:35,23.7 PSI
1/26 23:1:39,23.7 PSI
1/26 23:1:42,23.8 PSI
1/26 23:1:45,23.7 PSI
1/26 23:1:48,23.8 PSI
1/26 23:1:51,23.9 PSI
1/26 23:1:55,23.9 PSI
1/26 23:1:58,24.0 PSI
1/26 23:2:1,24.0 PSI
1/26 23:2:4,24.0 PSI
1/26 23:2:7,24.0 PSI
1/26 23:2:10,24.0 PSI
1/26 23:2:14,24.0 PSI
1/26 23:2:17,24.0 PSI
1/26 23:2:20,24.0 PSI
1/26 23:2:23,24.0 PSI
1/26 23:2:26,24.0 PSI
1/26 23:2:30,24.0 PSI
1/26 23:2:33,24.0 PSI
1/26 23:2:36,24.0 PSI
1/26 23:2:39,24.0 PSI
1/26 23:2:43,24.0 PSI
1/26 23:2:46,24.0 PSI
1/26 23:2:49,24.1 PSI
1/26 23:2:52,24.0 PSI
1/26 23:2:55,24.0 PSI
1/26 23:2:58,24.1 PSI
1/26 23:3:2,24.0 PSI
1/26 23:3:5,24.0 PSI
1/26 23:3:8,23.9 PSI
1/26 23:3:11,23.9 PSI
1/26 23:3:14,23.9 PSI
1/26 23:3:18,23.8 PSI
1/26 23:3:21,23.8 PSI
1/26 23:3:24,23.8 PSI
1/26 23:3:27,23.8 PSI
1/26 23:3:30,23.8 PSI
1/26 23:3:34,23.8 PSI
1/26 23:3:37,23.8 PSI
1/26 23:3:40,23.8 PSI
1/26 23:3:43,23.8 PSI
1/26 23:3:46,23.8 PSI
1/26 23:3:50,23.8 PSI
1/26 23:3:53,23.8 PSI
1/26 23:3:56,23.8 PSI
1/26 23:3:59,23.8 PSI
1/26 23:4:2,23.8 PSI
1/26 23:4:6,23.8 PSI
1/26 23:4:9,23.8 PSI
1/26 23:4:12,23.8 PSI
1/26 23:4:15,23.9 PSI
1/26 23:4:18,23.8 PSI
1/26 23:4:22,23.7 PSI
1/26 23:4:25,23.7 PSI
1/26 23:4:28,23.5 PSI
1/26 23:4:31,23.5 PSI
1/26 23:4:34,23.5 PSI
1/26 23:4:38,23.4 PSI
1/26 23:4:41,23.4 PSI
1/26 23:4:44,23.4 PSI
1/26 23:4:47,23.4 PSI
1/26 23:4:50,23.4 PSI
1/26 23:4:54,23.4 PSI
1/26 23:4:57,23.4 PSI
1/26 23:5:0,23.4 PSI
1/26 23:5:3,23.4 PSI
1/26 23:5:6,23.5 PSI
1/26 23:5:10,23.5 PSI
1/26 23:5:13,23.5 PSI
1/26 23:5:16,23.6 PSI
1/26 23:5:19,23.7 PSI
1/26 23:5:22,23.7 PSI
1/26 23:5:26,23.7 PSI
1/26 23:5:29,23.7 PSI
1/26 23:5:32,23.8 PSI
1/26 23:5:35,23.7 PSI
1/26 23:5:38,23.8 PSI
1/26 23:5:41,23.8 PSI
1/26 23:5:45,23.9 PSI
1/26 23:5:48,23.9 PSI
1/26 23:5:51,23.9 PSI
1/26 23:5:54,23.9 PSI
1/26 23:5:57,23.9 PSI
1/26 23:6:1,23.9 PSI
1/26 23:6:4,23.9 PSI
1/26 23:6:7,23.8 PSI
1/26 23:6:10,23.5 PSI
1/26 23:6:13,23.4 PSI
1/26 23:6:17,23.0 PSI
1/26 23:6:20,22.7 PSI
1/26 23:6:23,22.7 PSI
1/26 23:6:26,22.5 PSI
1/26 23:6:29,22.5 PSI
1/26 23:6:33,22.4 PSI
1/26 23:6:36,22.3 PSI
1/26 23:6:39,22.2 PSI
1/26 23:6:42,22.2 PSI
1/26 23:6:45,22.1 PSI
1/26 23:6:49,22.0 PSI
1/26 23:6:52,21.9 PSI
1/26 23:6:55,21.9 PSI
1/26 23:6:58,21.9 PSI
1/26 23:7:1,21.9 PSI
1/26 23:7:5,21.9 PSI
1/26 23:7:8,21.9 PSI
1/26 23:7:11,21.9 PSI
1/26 23:7:14,21.9 PSI
1/26 23:7:17,21.9 PSI
1/26 23:7:20,21.9 PSI
1/26 23:7:24,21.9 PSI
1/26 23:7:27,21.9 PSI
1/26 23:7:30,21.8 PSI
1/26 23:7:34,21.8 PSI
1/26 23:7:37,21.8 PSI
1/26 23:7:40,21.5 PSI
1/26 23:7:43,21.5 PSI
1/26 23:7:46,21.4 PSI
1/26 23:7:50,21.4 PSI
1/26 23:7:53,21.3 PSI
1/26 23:7:56,21.3 PSI
1/26 23:7:59,21.3 PSI
1/26 23:8:2,21.3 PSI
1/26 23:8:5,21.2 PSI
1/26 23:8:9,21.2 PSI
1/26 23:8:12,21.1 PSI
1/26 23:8:15,21.1 PSI
1/26 23:8:18,21.1 PSI
1/26 23:8:21,21.1 PSI
1/26 23:8:25,21.1 PSI
1/26 23:8:28,21.1 PSI
1/26 23:8:31,21.1 PSI
1/26 23:8:34,21.1 PSI
1/26 23:8:37,21.1 PSI
1/26 23:8:41,21.1 PSI
1/26 23:8:44,21.1 PSI
1/26 23:8:47,21.1 PSI
1/26 23:8:50,21.1 PSI
1/26 23:8:53,21.1 PSI
1/26 23:8:57,21.1 PSI
1/26 23:9:0,21.1 PSI
1/26 23:9:3,21.1 PSI
1/26 23:9:6,21.1 PSI
1/26 23:9:9,21.1 PSI
1/26 23:9:13,21.1 PSI
1/26 23:9:16,21.1 PSI
1/26 23:9:19,21.1 PSI
1/26 23:9:22,21.1 PSI
1/26 23:9:25,21.1 PSI
1/26 23:9:29,21.2 PSI
1/26 23:9:32,21.2 PSI
1/26 23:9:35,21.3 PSI
1/26 23:9:38,21.3 PSI
1/26 23:9:41,21.3 PSI
1/26 23:9:45,21.3 PSI
1/26 23:9:48,21.4 PSI
1/26 23:9:51,21.4 PSI
1/26 23:9:54,21.5 PSI
1/26 23:9:57,21.5 PSI
1/26 23:10:0,21.9 PSI
1/26 23:10:4,22.4 PSI
1/26 23:10:7,22.4 PSI
1/26 23:10:10,22.5 PSI
1/26 23:10:13,22.6 PSI
1/26 23:10:16,22.8 PSI
1/26 23:10:20,22.8 PSI
1/26 23:10:23,22.9 PSI
1/26 23:10:26,23.1 PSI
1/26 23:10:29,23.1 PSI
1/26 23:10:32,23.3 PSI
1/26 23:10:36,23.4 PSI
1/26 23:10:39,23.4 PSI
1/26 23:10:42,23.4 PSI
1/26 23:10:45,23.4 PSI
1/26 23:10:49,23.4 PSI
1/26 23:10:52,23.4 PSI
1/26 23:10:55,23.7 PSI
1/26 23:10:58,23.6 PSI
1/26 23:11:1,23.7 PSI
1/26 23:11:5,23.7 PSI
1/26 23:11:8,23.7 PSI
1/26 23:11:11,23.7 PSI
1/26 23:11:14,23.7 PSI
1/26 23:11:17,23.7 PSI
1/26 23:11:21,23.7 PSI
1/26 23:11:24,23.7 PSI
1/26 23:11:27,23.7 PSI
1/26 23:11:30,23.7 PSI
1/26 23:11:33,23.7 PSI
1/26 23:11:36,23.7 PSI
1/26 23:11:40,23.7 PSI
1/26 23:11:43,23.7 PSI
1/26 23:11:46,23.8 PSI
1/26 23:11:49,24.0 PSI
1/26 23:11:52,23.9 PSI
1/26 23:11:56,24.0 PSI
1/26 23:11:59,24.0 PSI
1/26 23:12:2,24.0 PSI
1/26 23:12:5,24.0 PSI
1/26 23:12:8,24.0 PSI
1/26 23:12:12,24.0 PSI
1/26 23:12:15,24.0 PSI
1/26 23:12:18,24.0 PSI
1/26 23:12:21,23.6 PSI
1/26 23:12:24,23.2 PSI
1/26 23:12:28,23.1 PSI
1/26 23:12:31,22.9 PSI
1/26 23:12:34,22.8 PSI
1/26 23:12:37,22.8 PSI
1/26 23:12:40,22.7 PSI
1/26 23:12:44,22.5 PSI
1/26 23:12:47,22.5 PSI
1/26 23:12:50,22.4 PSI
1/26 23:12:53,22.4 PSI
1/26 23:12:56,22.3 PSI
1/26 23:13:0,22.2 PSI
1/26 23:13:3,22.2 PSI
1/26 23:13:6,22.7 PSI
1/26 23:13:9,22.8 PSI
1/26 23:13:12,22.9 PSI
1/26 23:13:16,23.0 PSI
1/26 23:13:19,23.1 PSI
1/26 23:13:22,23.2 PSI
1/26 23:13:25,23.2 PSI
1/26 23:13:28,23.3 PSI
1/26 23:13:31,23.4 PSI
1/26 23:13:35,23.4 PSI
1/26 23:13:38,23.4 PSI
1/26 23:13:41,23.5 PSI
1/26 23:13:44,23.6 PSI
1/26 23:13:47,23.6 PSI
1/26 23:13:51,23.7 PSI
1/26 23:13:54,23.7 PSI
1/26 23:13:57,23.6 PSI
1/26 23:14:0,23.7 PSI
1/26 23:14:3,23.7 PSI
1/26 23:14:7,23.7 PSI
1/26 23:14:10,23.7 PSI
1/26 23:14:13,23.7 PSI
1/26 23:14:16,23.7 PSI
1/26 23:14:19,23.5 PSI
1/26 23:14:23,23.5 PSI
1/26 23:14:26,23.5 PSI
1/26 23:14:29,23.6 PSI
1/26 23:14:32,23.6 PSI
1/26 23:14:36,23.6 PSI
1/26 23:14:39,23.6 PSI
1/26 23:14:42,23.6 PSI
1/26 23:14:45,23.6 PSI
1/26 23:14:48,23.6 PSI
1/26 23:14:52,23.6 PSI
1/26 23:14:55,23.7 PSI
1/26 23:14:58,23.7 PSI
1/26 23:15:1,23.7 PSI
1/26 23:15:4,23.7 PSI
1/26 23:15:8,23.7 PSI
1/26 23:15:11,23.4 PSI
1/26 23:15:14,23.5 PSI
1/26 23:15:17,23.6 PSI
1/26 23:15:20,23.5 PSI
1/26 23:15:24,23.7 PSI
1/26 23:15:27,23.7 PSI
1/26 23:15:30,23.7 PSI
1/26 23:15:33,23.7 PSI
1/26 23:15:36,23.7 PSI
1/26 23:15:40,23.7 PSI
1/26 23:15:43,23.7 PSI
1/26 23:15:46,23.7 PSI
1/26 23:15:49,23.7 PSI
1/26 23:15:52,23.7 PSI
1/26 23:15:56,23.8 PSI
1/26 23:15:59,23.8 PSI
1/26 23:16:2,23.7 PSI
1/26 23:16:5,23.8 PSI
1/26 23:16:8,23.8 PSI
1/26 23:16:12,23.8 PSI
1/26 23:16:15,24.0 PSI
1/26 23:16:18,24.0 PSI
1/26 23:16:21,24.0 PSI
1/26 23:16:24,24.0 PSI
1/26 23:16:28,24.0 PSI
1/26 23:16:31,24.0 PSI
1/26 23:16:34,24.0 PSI
1/26 23:16:37,24.0 PSI
1/26 23:16:40,24.1 PSI
1/26 23:16:44,24.0 PSI
1/26 23:16:47,23.8 PSI
1/26 23:16:50,23.7 PSI
1/26 23:16:53,23.6 PSI
1/26 23:16:56,23.6 PSI
1/26 23:17:0,23.5 PSI
1/26 23:17:3,23.5 PSI
1/26 23:17:6,23.4 PSI
1/26 23:17:9,23.5 PSI
1/26 23:17:12,23.7 PSI
1/26 23:17:15,23.7 PSI
1/26 23:17:19,23.4 PSI
1/26 23:17:22,23.4 PSI
1/26 23:17:25,23.2 PSI
1/26 23:17:28,23.1 PSI
1/26 23:17:32,23.1 PSI
1/26 23:17:35,23.0 PSI
1/26 23:17:38,23.0 PSI
1/26 23:17:41,23.0 PSI
1/26 23:17:44,22.9 PSI
1/26 23:17:48,22.8 PSI
1/26 23:17:51,22.8 PSI
1/26 23:17:54,22.8 PSI
1/26 23:17:57,22.8 PSI
1/26 23:18:0,22.8 PSI
1/26 23:18:4,22.8 PSI
1/26 23:18:7,22.8 PSI
1/26 23:18:10,22.7 PSI
1/26 23:18:13,22.7 PSI
1/26 23:18:16,22.7 PSI
1/26 23:18:19,22.7 PSI
1/26 23:18:23,22.8 PSI
1/26 23:18:26,22.7 PSI
1/26 23:18:29,22.6 PSI
1/26 23:18:32,22.5 PSI
1/26 23:18:35,22.6 PSI
1/26 23:18:39,22.5 PSI
1/26 23:18:42,22.5 PSI
1/26 23:18:45,22.5 PSI
1/26 23:18:48,22.4 PSI
1/26 23:18:51,22.4 PSI
1/26 23:18:55,22.4 PSI
1/26 23:18:58,22.3 PSI
1/26 23:19:1,22.4 PSI
1/26 23:19:4,22.3 PSI
1/26 23:19:7,22.3 PSI
1/26 23:19:11,22.3 PSI
1/26 23:19:14,22.3 PSI
1/26 23:19:17,22.2 PSI
1/26 23:19:20,22.3 PSI
1/26 23:19:23,22.3 PSI
1/26 23:19:27,22.3 PSI
1/26 23:19:30,22.3 PSI
1/26 23:19:33,22.3 PSI
1/26 23:19:36,22.2 PSI
1/26 23:19:39,22.3 PSI
1/26 23:19:43,22.2 PSI
1/26 23:19:46,22.1 PSI
1/26 23:19:49,22.1 PSI
1/26 23:19:52,22.1 PSI
1/26 23:19:55,22.0 PSI
1/26 23:19:59,21.9 PSI
1/26 23:20:2,21.9 PSI
1/26 23:20:5,21.9 PSI
1/26 23:20:8,21.9 PSI
1/26 23:20:11,21.9 PSI
1/26 23:20:15,21.9 PSI
1/26 23:20:18,21.9 PSI
1/26 23:20:21,21.9 PSI
1/26 23:20:24,21.8 PSI
1/26 23:20:27,21.8 PSI
1/26 23:20:30,21.8 PSI
1/26 23:20:34,21.8 PSI
1/26 23:20:37,21.8 PSI
1/26 23:20:40,21.7 PSI
1/26 23:20:43,21.6 PSI
1/26 23:20:46,21.6 PSI
1/26 23:20:50,21.7 PSI
1/26 23:20:53,21.7 PSI
1/26 23:20:56,21.7 PSI
1/26 23:20:59,21.7 PSI
1/26 23:21:2,21.7 PSI
1/26 23:21:6,21.8 PSI
1/26 23:21:9,21.8 PSI
1/26 23:21:12,21.9 PSI
1/26 23:21:15,21.9 PSI
1/26 23:21:19,22.0 PSI
1/26 23:21:22,22.0 PSI
1/26 23:21:25,22.1 PSI
1/26 23:21:28,22.1 PSI
1/26 23:21:31,22.2 PSI
1/26 23:21:35,22.2 PSI
1/26 23:21:38,22.2 PSI
1/26 23:21:41,22.2 PSI
